iter	MultiClass
117	0.02568771487
118	0.02547560059
119	0.02507580344
120	0.02476269407
121	0.02440101068
122	0.02397179822
123	0.02379686144
124	0.02360539953
125	0.02353943093
126	0.02327347452
127	0.02296451698
128	0.02263897441
129	0.02258535716
130	0.02244710573
131	0.0221340499
132	0.02191148415
133	0.02176380972
134	0.02154786819
135	0.02130652318
136	0.02112719103
137	0.02098505528
138	0.02074428674
139	0.02061534827
140	0.02046508664
141	0.02031418631
142	0.0201138223
143	0.01987316719
144	0.01967787834
145	0.01958182958
146	0.01932231652
147	0.01911279187
148	0.01892489629
149	0.01873604115
150	0.01845605544
151	0.01820420034
152	0.01810328341
153	0.01792279887
154	0.01780782491
155	0.01753379073
156	0.0173558855
157	0.01711329
158	0.01694225674
159	0.01691108137
160	0.01675658965
161	0.01653230677
162	0.01637285287
163	0.01620052014
164	0.01610290697
165	0.01591071813
166	0.01580521885
167	0.01558926298
168	0.01543166045
169	0.01528584048
170	0.01509535109
171	0.01501644259
172	0.0148390794
173	0.01474886049
174	0.01461805802
175	0.01450321174
176	0.01438047169
177	0.01425282968
178	0.01412186644
179	0.01399487487
180	0.0138225291
181	0.01369915271
182	0.01359154068
183	0.01350732988
184	0.0134040237
185	0.01323200216
186	0.01315459765
187	0.01307954307
188	0.01301922402
189	0.01287579152
190	0.01281439039
191	0.0127063516
192	0.01263146171
193	0.01255645762
194	0.01249475556
195	0.01232969703
196	0.01223139451
197	0.01200728763
198	0.01187327137
199	0.01181800418
200	0.01171082491
201	0.01159199239
202	0.01148236799
203	0.01135917035
204	0.01131839039
205	0.01121608997
206	0.01118510317
207	0.01111161293
208	0.01103003768
209	0.01092821635
210	0.01083892104
211	0.0107642756
212	0.01069903526
213	0.0105898497
214	0.01052915173
215	0.01046681455
216	0.01037931134
217	0.0103201068
218	0.01024912553
219	0.01019245232
220	0.01013949129
221	0.01000737536
222	0.009986578886
223	0.009917816063
224	0.009812059981
225	0.00964225215
226	0.009599310488
227	0.009564292254
228	0.009450736618
229	0.009435275923
230	0.009385080544
231	0.009321890432
232	0.00926754271
233	0.009188830451
234	0.009121357164
235	0.009077280372
236	0.009016438925
237	0.008925975529
238	0.008863002989
239	0.008805446706
240	0.008760651556
241	0.008713054041
242	0.008645772665
243	0.008589630431
244	0.008479014382
245	0.008434800891
246	0.008386733267
247	0.008382357922
248	0.008309231536
249	0.008254432178
250	0.008181660005
251	0.00813625179
252	0.008084570791
253	0.008017109236
254	0.007974542212
255	0.007919840497
256	0.007872722632
257	0.007831890884
258	0.007786931983
259	0.007757630956
260	0.007716342276
261	0.007672074064
262	0.007642353045
263	0.007621270847
264	0.007595803275
265	0.007565959136
266	0.007524686414
267	0.007478839437
268	0.007408523417
269	0.007389816255
270	0.007348279677
271	0.007291283518
272	0.007245208763
273	0.007215196575
274	0.007173735267
275	0.00715958431
276	0.007157304558
277	0.007123454305
278	0.007092492712
279	0.007046087705
280	0.007007446612
281	0.006979758245
282	0.006927419222
283	0.006883382616
284	0.006880829773
285	0.006846394453
286	0.006808857464
287	0.006778712326
288	0.006752960382
289	0.006731546206
290	0.006712511856
291	0.006710243918
292	0.006689781126
293	0.006639623729
294	0.006617431156
295	0.006547907502
296	0.00652974614
297	0.006496036921
298	0.006470255624
299	0.006447836303
300	0.006416843
301	0.006392923192
302	0.006361142065
303	0.006359155685
304	0.006290127806
305	0.006269327521
306	0.006229476755
307	0.006200158622
308	0.006168524552
309	0.006136405798
310	0.006110486007
311	0.006083620749
312	0.006054789264
313	0.006013542971
314	0.005976956519
315	0.005913579375
316	0.005847946163
317	0.005818713228
318	0.00581329149
319	0.005791147
320	0.005756541121
321	0.005736166481
322	0.005711791804
323	0.005639363889
324	0.005619500428
325	0.005599323766
326	0.005561503912
327	0.00551130095
328	0.005481666801
329	0.00544872434
330	0.005425235162
331	0.005406706716
332	0.005397511049
333	0.005373904754
334	0.005353245167
335	0.005328054837
336	0.005297756022
337	0.005282133763
338	0.005256161467
339	0.005233073536
340	0.005211997399
341	0.005148194868
342	0.005123058542
343	0.005110110198
344	0.005079471232
345	0.005050250146
346	0.004991154019
347	0.004967194124
348	0.004910108774
349	0.00488041669
350	0.004860798698
351	0.004844718521
352	0.004812473042
353	0.004767188117
354	0.004745472122
355	0.004737848051
356	0.004727587927
357	0.004708196605
358	0.004656189975
359	0.004642056596
360	0.004618575321
361	0.004602080412
362	0.004589304617
363	0.004568685918
364	0.00454699821
365	0.00453560138
366	0.004508201796
367	0.004480783905
368	0.004464666871
369	0.004447695437
370	0.004431070005
371	0.00441005033
372	0.004390829379
373	0.004373798846
374	0.004346043058
375	0.004324056197
376	0.004308310423
377	0.004290920158
378	0.004278817575
379	0.004264626379
380	0.00424949394
381	0.00422841556
382	0.004213277345
383	0.004167777058
384	0.004154815737
385	0.004145053689
386	0.004103629135
387	0.004091316207
388	0.004070894643
389	0.004057809183
390	0.004052830476
391	0.00403085051
392	0.00401126092
393	0.003999001803
394	0.003989428822
395	0.003971517745
396	0.00395461193
397	0.003939713183
398	0.003925605941
399	0.00388094734
